sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,Group,config,trial_type
April sounded like Amelia.,The museum sounded like Amelia.,syntax,s-selection,animate_subject_trans,411,p24,animate_subject_trans,target
Denise shouldn't investigate what those bikes look like.,Denise shouldn't investigate that those bikes look like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,660,p24,wh_vs_that_with_gap,target
Who is Candice remembering she wasn't alarming?,Who is Candice remembering who wasn't alarming?,syntax,island_effects,wh_island,678,p24,wh_island,target
Sonia's daughters that have hurt Renee had not ever coped.,Sonia's daughters that have not hurt Renee had ever coped.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,740,p24,sentential_negation_npi_scope,target
Tonya was talking about Brian.,Some cake was talking about Brian.,syntax,s-selection,animate_subject_trans,513,p24,animate_subject_trans,target
Who have most teachers' passing a lot of banks upset.,Who have most teachers' passing upset a lot of banks.,syntax,island_effects,sentential_subject_island,740,p24,sentential_subject_island,target
These pedestrians that could clean that dish have investigated themselves.,These pedestrians that could clean that dish have investigated itself.,syntax_semantics,binding,principle_A_c_command,660,p24,principle_A_c_command,target
Even Jason did clearly bake.,Even Jason did ever bake.,semantics,npi_licensing,npi_present_1,737,p24,npi_present_1,target
Who had the cucumber's distracting Larry stunned.,Who had the cucumber's distracting stunned Larry.,syntax,island_effects,sentential_subject_island,411,p24,sentential_subject_island,target
Danielle's plumber that had ascended some hill could not ever attack Amelia.,Danielle's plumber that had not ascended some hill could ever attack Amelia.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,513,p24,sentential_negation_npi_scope,target
Even some students also bake.,Even some students ever bake.,semantics,npi_licensing,npi_present_1,859,p24,npi_present_1,target
Many actresses that can find an apple won't astound themselves.,Many actresses that can find an apple won't astound itself.,syntax_semantics,binding,principle_A_c_command,136,p24,principle_A_c_command,target
Lawrence sounded like those movie theaters.,Lawrence sounded like that movie theaters.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,740,p25,determiner_noun_agreement_2,target
Even some students also bake.,Even some students ever bake.,semantics,npi_licensing,npi_present_1,859,p25,npi_present_1,target
This hospital reveals what that octopus didn't find.,This hospital reveals that that octopus didn't find.,syntax,filler_gap_dependency,wh_vs_that_with_gap,740,p25,wh_vs_that_with_gap,target
Many trucks that might bother Meredith might not ever crash.,Many trucks that might not bother Meredith might ever crash.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,660,p25,sentential_negation_npi_scope,target
Alexander has known Sarah.,This cafe has known Sarah.,syntax,s-selection,animate_subject_trans,737,p25,animate_subject_trans,target
Kendra's tutors couldn't investigate one ex-boyfriend and Jason couldn't investigate four unlucky ex-boyfriend.,Kendra's tutors couldn't investigate one uncertain ex-boyfriend and Jason couldn't investigate four unlucky.,syntax,ellipsis,ellipsis_n_bar_2,678,p25,ellipsis_n_bar_2,target
Some boy can't reveal who a customer escapes from.,Some boy can't reveal that a customer escapes from.,syntax,filler_gap_dependency,wh_vs_that_with_gap,521,p25,wh_vs_that_with_gap,target
Matt is thinking most dancers hadn't researched themselves.,Matt researched dancers hadn't most thinking is themselves.,syntax_semantics,binding,principle_A_domain_2,737,p25,principle_A_domain_2,filler
All legislatures aren't there enticing those fathers of the Borgias to depart.,There aren't all legislatures enticing those fathers of the Borgias to depart.,semantics,quantifiers,existential_there_quantifiers_2,411,p25,existential_there_quantifiers_2,target
Brian talks to one grandson of and some person's grandfather talks to a lot serious grandson of.,Brian talks to one unsure grandson of and some person's grandfather talks to a lot serious.,syntax,ellipsis,ellipsis_n_bar_2,737,p25,ellipsis_n_bar_2,target
Even James really visits this boy.,Even James ever visits this boy.,semantics,npi_licensing,npi_present_1,136,p25,npi_present_1,target
Friends of Christopher hug one grandson of and senators' contractors hug a lot long grandson of.,Friends of Christopher hug one fast grandson of and senators' contractors hug a lot long.,syntax,ellipsis,ellipsis_n_bar_2,411,p25,ellipsis_n_bar_2,target
Lori is discovering the water.,The beef is discovering the water.,syntax,s-selection,animate_subject_trans,136,p25,animate_subject_trans,target
Who can't a guest investigate he can't attack?,Who can't a guest investigate who can't attack?,syntax,island_effects,wh_island,521,p25,wh_island,target
Kirsten discusses one school and Steven discusses more old school.,Kirsten discusses one purple school and Steven discusses more old.,syntax,ellipsis,ellipsis_n_bar_2,660,p25,ellipsis_n_bar_2,target
Even James also stunned that lady.,Even James ever stunned that lady.,semantics,npi_licensing,npi_present_1,678,p25,npi_present_1,target
The Borgias reveal who most legislatures like.,The Borgias reveal that most legislatures like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,678,p25,wh_vs_that_with_gap,target
That woman took at most six sweaters.,That most at woman took six sweaters.,semantics,quantifiers,superlative_quantifiers_2,859,p25,superlative_quantifiers_2,filler
Dana can attack Aaron.,A dress can attack Aaron.,syntax,s-selection,animate_subject_trans,678,p25,animate_subject_trans,target
Derek might run around those grocery stores.,Derek might run around that grocery stores.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,521,p25,determiner_noun_agreement_2,target
Even this boy clearly escaped.,Even this boy ever escaped.,semantics,npi_licensing,npi_present_1,521,p25,npi_present_1,target
Alice was kissing those customers.,Alice was kissing that customers.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,411,p25,determiner_noun_agreement_2,target
Even Pamela clearly imagines a lot of guys perform.,Even Pamela ever imagines a lot of guys perform.,semantics,npi_licensing,npi_present_1,626,p25,npi_present_1,target
Who might this dancer's exploring this bank distract.,Who might this dancer's exploring distract this bank.,syntax,island_effects,sentential_subject_island,660,p25,sentential_subject_island,target
People hadn't explained Sherry hasn't questioned herself.,People questioned hasn't explained Sherry hadn't herself.,syntax_semantics,binding,principle_A_domain_2,859,p25,principle_A_domain_2,filler
Even the Clintons often divorced.,Even the Clintons ever divorced.,semantics,npi_licensing,npi_present_1,660,p25,npi_present_1,target
Kevin isn't figuring out what some guests lifted.,Kevin isn't figuring out that some guests lifted.,syntax,filler_gap_dependency,wh_vs_that_with_gap,859,p25,wh_vs_that_with_gap,target
Veronica had soaked all gloves.,Veronica soaked all had gloves.,syntax,argument_structure,causative,737,p25,causative,filler
All sketches that have scared Sharon aren't disturbing themselves.,All sketches that have scared Sharon aren't disturbing herself.,syntax_semantics,binding,principle_A_c_command,513,p25,principle_A_c_command,target
Even Carrie has also talked to most girls.,Even Carrie has ever talked to most girls.,semantics,npi_licensing,npi_present_1,740,p25,npi_present_1,target
Thomas figures out who many cashiers haven't disliked.,Thomas figures out that many cashiers haven't disliked.,syntax,filler_gap_dependency,wh_vs_that_with_gap,737,p25,wh_vs_that_with_gap,target
All paintings were there scaring Jennifer.,There were all paintings scaring Jennifer.,semantics,quantifiers,existential_there_quantifiers_2,626,p25,existential_there_quantifiers_2,target
This actress listened to these guests.,This actress listened to this guests.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,513,p25,determiner_noun_agreement_2,target
Vincent hasn't researched a lot of books.,Some library hasn't researched a lot of books.,syntax,s-selection,animate_subject_trans,660,p25,animate_subject_trans,target
Waitresses return to that public park.,Waitresses return to those public park.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,737,p25,determiner_noun_agreement_2,target
Those legislatures that did describe David had disliked themselves.,Those legislatures that did describe David had disliked himself.,syntax_semantics,binding,principle_A_c_command,740,p25,principle_A_c_command,target
Becca is learning who the woman isn't finding.,Becca is learning that the woman isn't finding.,syntax,filler_gap_dependency,wh_vs_that_with_gap,626,p25,wh_vs_that_with_gap,target
All customers who loved this book shouldn't dislike themselves.,All customers who loved this book shouldn't dislike itself.,syntax_semantics,binding,principle_A_c_command,859,p25,principle_A_c_command,target
Most paintings of Sheila weren't there falling.,There weren't most paintings of Sheila falling.,semantics,quantifiers,existential_there_quantifiers_2,136,p25,existential_there_quantifiers_2,target
Who should that screen's worrying Ella shock.,Who should that screen's worrying shock Ella.,syntax,island_effects,sentential_subject_island,737,p25,sentential_subject_island,target
Sonia's daughters that have hurt Renee had not ever coped.,Sonia's daughters that have not hurt Renee had ever coped.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,740,p25,sentential_negation_npi_scope,target
Dan isn't revealing that this sock that upset Harvard University wasn't hurting Suzanne.,Dan Harvard that hurting this sock upset that University isn't revealing wasn't Suzanne.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,737,p25,wh_vs_that_no_gap_long_distance,filler
Charles is hiring that boy.,Charles is hiring those boy.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,660,p25,determiner_noun_agreement_2,target
Sara did reveal a few reports and Naomi did reveal several brown reports.,Sara did reveal a few out in the open reports and Naomi did reveal several brown.,syntax,ellipsis,ellipsis_n_bar_2,513,p25,ellipsis_n_bar_2,target
The Borgias were listening to Stephanie.,Some malls were listening to Stephanie.,syntax,s-selection,animate_subject_trans,740,p25,animate_subject_trans,target
Who hasn't Janet found out she had loved?,Who hasn't Janet found out who had loved?,syntax,island_effects,wh_island,859,p25,wh_island,target
Even Sandra had clearly gone fishing.,Even Sandra had ever gone fishing.,semantics,npi_licensing,npi_present_1,513,p25,npi_present_1,target
Danielle's plumber that had ascended some hill could not ever attack Amelia.,Danielle's plumber that had not ascended some hill could ever attack Amelia.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,513,p25,sentential_negation_npi_scope,target
Phillip's tutor had seen two banks and those mothers of Paula had seen three smooth banks.,Phillip's tutor had seen two important banks and those mothers of Paula had seen three smooth.,syntax,ellipsis,ellipsis_n_bar_2,521,p25,ellipsis_n_bar_2,target
Timothy's dermatologist that is concealing Frank might not ever think about jackets.,Timothy's dermatologist that is not concealing Frank might ever think about jackets.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,737,p25,sentential_negation_npi_scope,target
Denise shouldn't investigate what those bikes look like.,Denise shouldn't investigate that those bikes look like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,660,p25,wh_vs_that_with_gap,target
The driver is drying many scarves.,The is drying driver many scarves.,syntax,argument_structure,causative,859,p25,causative,filler
An actor that is complaining about Joseph did not ever prefer this bread to burn.,An actor that is not complaining about Joseph did ever prefer this bread to burn.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,136,p25,sentential_negation_npi_scope,target
Cheryl breaks that fork.,Cheryl breaks those fork.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,678,p25,determiner_noun_agreement_2,target
Every newspaper article isn't there impressing all hospitals.,There isn't every newspaper article impressing all hospitals.,semantics,quantifiers,existential_there_quantifiers_2,521,p25,existential_there_quantifiers_2,target
The guests hate that thesis.,The hate that guests thesis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,737,p25,determiner_noun_agreement_irregular_1,filler
Some boy who does kiss Kirsten notices himself.,Some boy who does kiss Kirsten notices herself.,syntax_semantics,binding,principle_A_c_command,737,p25,principle_A_c_command,target
Who is some glass's annoying Harvard University annoying.,Who is some glass's annoying annoying Harvard University.,syntax,island_effects,sentential_subject_island,678,p25,sentential_subject_island,target
What haven't some museums learned they have remembered?,What haven't some museums learned who have remembered?,syntax,island_effects,wh_island,411,p25,wh_island,target
Every projector was there impressing Irene.,There was every projector impressing Irene.,semantics,quantifiers,existential_there_quantifiers_2,740,p25,existential_there_quantifiers_2,target
What should some lady know she messes up?,What should some lady know who messes up?,syntax,island_effects,wh_island,660,p25,wh_island,target
These pedestrians that could clean that dish have investigated themselves.,These pedestrians that could clean that dish have investigated itself.,syntax_semantics,binding,principle_A_c_command,660,p25,principle_A_c_command,target
Steve attacks those women.,Steve those attacks women.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,859,p25,determiner_noun_agreement_irregular_1,filler
Debra wouldn't research these pictures.,Debra wouldn't research this pictures.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,859,p25,determiner_noun_agreement_2,target
Who is every apple's disturbing Tammy upsetting.,Who is every apple's disturbing upsetting Tammy.,syntax,island_effects,sentential_subject_island,859,p25,sentential_subject_island,target
Every teacher wasn't there urging Emily's boyfriend to speak up.,There wasn't every teacher urging Emily's boyfriend to speak up.,semantics,quantifiers,existential_there_quantifiers_2,660,p25,existential_there_quantifiers_2,target
Barbara examines every essay.,That candle examines every essay.,syntax,s-selection,animate_subject_trans,521,p25,animate_subject_trans,target
Children who will drop by this mountain liked themselves.,Children who will drop by this mountain liked itself.,syntax_semantics,binding,principle_A_c_command,411,p25,principle_A_c_command,target
Who had the cucumber's distracting Larry stunned.,Who had the cucumber's distracting stunned Larry.,syntax,island_effects,sentential_subject_island,411,p25,sentential_subject_island,target
Who hadn't Kayla figured out she bothered?,Who hadn't Kayla figured out what bothered?,syntax,island_effects,wh_island,740,p25,wh_island,target
Who have those teachers' curing Richard upset.,Who have those teachers' curing upset Richard.,syntax,island_effects,sentential_subject_island,521,p25,sentential_subject_island,target
Donald is noticing Aaron.,This art gallery is noticing Aaron.,syntax,s-selection,animate_subject_trans,859,p25,animate_subject_trans,target
What haven't the Borgias learned they would break?,What haven't the Borgias learned who would break?,syntax,island_effects,wh_island,513,p25,wh_island,target
Even Roger also hopes to care for Thomas.,Even Roger ever hopes to care for Thomas.,semantics,npi_licensing,npi_present_1,411,p25,npi_present_1,target
Who did the waiters' healing Lucille aggravate.,Who did the waiters' healing aggravate Lucille.,syntax,island_effects,sentential_subject_island,513,p25,sentential_subject_island,target
Scott remembers who these waitresses disagree with.,Scott remembers that these waitresses disagree with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,513,p25,wh_vs_that_with_gap,target
Each painting isn't there disturbing Kendra.,There isn't each painting disturbing Kendra.,semantics,quantifiers,existential_there_quantifiers_2,859,p25,existential_there_quantifiers_2,target
A jacket that had shocked Becky disturbs itself.,A jacket that had shocked Becky disturbs herself.,syntax_semantics,binding,principle_A_c_command,626,p25,principle_A_c_command,target
What is Thomas revealing he escaped from?,What is Thomas revealing who escaped from?,syntax,island_effects,wh_island,737,p25,wh_island,target
A hill that shouldn't upset Natalie shouldn't annoy itself.,A hill that shouldn't upset Natalie shouldn't annoy herself.,syntax_semantics,binding,principle_A_c_command,678,p25,principle_A_c_command,target
Jodi has found this patient.,Jodi has found these patient.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,626,p25,determiner_noun_agreement_2,target
A cashier who is concealing Andrea has not ever played.,A cashier who is not concealing Andrea has ever played.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,859,p25,sentential_negation_npi_scope,target
Each legislature did reference at most three senators.,Each legislature at most three reference did senators.,semantics,quantifiers,superlative_quantifiers_2,737,p25,superlative_quantifiers_2,filler
Many actresses that can find an apple won't astound themselves.,Many actresses that can find an apple won't astound itself.,syntax_semantics,binding,principle_A_c_command,136,p25,principle_A_c_command,target
Samuel researches one newspaper article and Lucille's son researches four gray newspaper article.,Samuel researches one lost newspaper article and Lucille's son researches four gray.,syntax,ellipsis,ellipsis_n_bar_2,136,p25,ellipsis_n_bar_2,target
Even Jason did clearly bake.,Even Jason did ever bake.,semantics,npi_licensing,npi_present_1,737,p25,npi_present_1,target
That bank that had shocked some teacher would not ever cope.,That bank that had not shocked some teacher would ever cope.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,626,p25,sentential_negation_npi_scope,target
Each waiter is there investigating who could convince Jessica's cousins to sneeze.,There is each waiter investigating who could convince Jessica's cousins to sneeze.,semantics,quantifiers,existential_there_quantifiers_2,678,p25,existential_there_quantifiers_2,target
Who hadn't Katherine realized she will observe?,Who hadn't Katherine realized who will observe?,syntax,island_effects,wh_island,136,p25,wh_island,target
Meredith boycotted these college campuses.,The high school boycotted these college campuses.,syntax,s-selection,animate_subject_trans,626,p25,animate_subject_trans,target
Who are a lot of patients realizing they weren't embarrassing?,Who are a lot of patients realizing what weren't embarrassing?,syntax,island_effects,wh_island,626,p25,wh_island,target
Who was the horse's shocking Nancy alarming.,Who was the horse's shocking alarming Nancy.,syntax,island_effects,sentential_subject_island,626,p25,sentential_subject_island,target
Some shawls that had impressed Amy have not ever frayed.,Some shawls that had not impressed Amy have ever frayed.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,678,p25,sentential_negation_npi_scope,target
Who is Candice remembering she wasn't alarming?,Who is Candice remembering who wasn't alarming?,syntax,island_effects,wh_island,678,p25,wh_island,target
This lady who had fired Timothy attacks herself.,This lady who had fired Timothy attacks himself.,syntax_semantics,binding,principle_A_c_command,521,p25,principle_A_c_command,target
Carrie's ex-girlfriend who is discovering the book has not ever hoped to scream.,Carrie's ex-girlfriend who is not discovering the book has ever hoped to scream.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,521,p25,sentential_negation_npi_scope,target
Who will the guy's leaving those guys embarrass.,Who will the guy's leaving embarrass those guys.,syntax,island_effects,sentential_subject_island,136,p25,sentential_subject_island,target
Wendy's piano teachers hadn't run around one cafe and Karla hadn't run around four hidden cafe.,Wendy's piano teachers hadn't run around one red cafe and Karla hadn't run around four hidden.,syntax,ellipsis,ellipsis_n_bar_2,859,p25,ellipsis_n_bar_2,target
Melinda wasn't realizing who these photographs look like.,Melinda wasn't realizing that these photographs look like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,136,p25,wh_vs_that_with_gap,target
April sounded like Amelia.,The museum sounded like Amelia.,syntax,s-selection,animate_subject_trans,411,p25,animate_subject_trans,target
Most organizations reveal who the drivers worked with.,Most organizations reveal that the drivers worked with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,411,p25,wh_vs_that_with_gap,target
Companies hate several sons and the Clintons hate a few uncertain sons.,Companies hate several clever sons and the Clintons hate a few uncertain.,syntax,ellipsis,ellipsis_n_bar_2,740,p25,ellipsis_n_bar_2,target
Who have most teachers' passing a lot of banks upset.,Who have most teachers' passing upset a lot of banks.,syntax,island_effects,sentential_subject_island,740,p25,sentential_subject_island,target
Todd fixes one glass and the grandson of Tonya fixes three hidden glass.,Todd fixes one exposed glass and the grandson of Tonya fixes three hidden.,syntax,ellipsis,ellipsis_n_bar_2,626,p25,ellipsis_n_bar_2,target
All cats are there stunning Gina.,There are all cats stunning Gina.,semantics,quantifiers,existential_there_quantifiers_2,737,p25,existential_there_quantifiers_2,target
Tonya was talking about Brian.,Some cake was talking about Brian.,syntax,s-selection,animate_subject_trans,513,p25,animate_subject_trans,target
The ladies that had shocked Elaine have not ever fled from Andrea.,The ladies that had not shocked Elaine have ever fled from Andrea.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,411,p25,sentential_negation_npi_scope,target
The schools discover that all geese that can alarm Carl will astound Adam.,The that all can will geese alarm Carl that discover astound schools Adam.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,859,p25,wh_vs_that_no_gap_long_distance,filler
Each plate wasn't there looking like the print.,There wasn't each plate looking like the print.,semantics,quantifiers,existential_there_quantifiers_2,513,p25,existential_there_quantifiers_2,target
Peter can't complain about this driver.,Peter can't complain about these driver.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,136,p25,determiner_noun_agreement_2,target
What haven't the Borgias learned they would break?,What haven't the Borgias learned who would break?,syntax,island_effects,wh_island,513,p26,wh_island,target
Even this boy clearly escaped.,Even this boy ever escaped.,semantics,npi_licensing,npi_present_1,521,p26,npi_present_1,target
Who was the horse's shocking Nancy alarming.,Who was the horse's shocking alarming Nancy.,syntax,island_effects,sentential_subject_island,626,p26,sentential_subject_island,target
What haven't some museums learned they have remembered?,What haven't some museums learned who have remembered?,syntax,island_effects,wh_island,411,p26,wh_island,target
Irene thinks Liam shouldn't embarrass himself.,Irene thinks Liam embarrass shouldn't himself.,syntax_semantics,binding,principle_A_domain_3,859,p26,principle_A_domain_3,filler
Who hasn't Janet found out she had loved?,Who hasn't Janet found out who had loved?,syntax,island_effects,wh_island,859,p26,wh_island,target
Who will the guy's leaving those guys embarrass.,Who will the guy's leaving embarrass those guys.,syntax,island_effects,sentential_subject_island,136,p26,sentential_subject_island,target
Who are a lot of patients realizing they weren't embarrassing?,Who are a lot of patients realizing what weren't embarrassing?,syntax,island_effects,wh_island,626,p26,wh_island,target
Who have those teachers' curing Richard upset.,Who have those teachers' curing upset Richard.,syntax,island_effects,sentential_subject_island,521,p26,sentential_subject_island,target
The known girl wasn't lost.,The wasn't known girl lost.,morphology,irregular_forms,irregular_past_participle_adjectives,859,p26,irregular_past_participle_adjectives,filler
Alexander has known Sarah.,This cafe has known Sarah.,syntax,s-selection,animate_subject_trans,737,p26,animate_subject_trans,target
Who could some essay worry while impressing Lori?,Who could some essay worry Lori while impressing?,syntax,island_effects,adjunct_island,626,p26,adjunct_island,target
A hill that shouldn't upset Natalie shouldn't annoy itself.,A hill that shouldn't upset Natalie shouldn't annoy herself.,syntax_semantics,binding,principle_A_c_command,678,p26,principle_A_c_command,target
Phillip's tutor had seen two banks and those mothers of Paula had seen three smooth banks.,Phillip's tutor had seen two important banks and those mothers of Paula had seen three smooth.,syntax,ellipsis,ellipsis_n_bar_2,521,p26,ellipsis_n_bar_2,target
Tonya was talking about Brian.,Some cake was talking about Brian.,syntax,s-selection,animate_subject_trans,513,p26,animate_subject_trans,target
Who can't a guest investigate he can't attack?,Who can't a guest investigate who can't attack?,syntax,island_effects,wh_island,521,p26,wh_island,target
This hospital reveals what that octopus didn't find.,This hospital reveals that that octopus didn't find.,syntax,filler_gap_dependency,wh_vs_that_with_gap,740,p26,wh_vs_that_with_gap,target
Donald is noticing Aaron.,This art gallery is noticing Aaron.,syntax,s-selection,animate_subject_trans,859,p26,animate_subject_trans,target
Those legislatures that did describe David had disliked themselves.,Those legislatures that did describe David had disliked himself.,syntax_semantics,binding,principle_A_c_command,740,p26,principle_A_c_command,target
Even James also stunned that lady.,Even James ever stunned that lady.,semantics,npi_licensing,npi_present_1,678,p26,npi_present_1,target
Brian talks to one grandson of and some person's grandfather talks to a lot serious grandson of.,Brian talks to one unsure grandson of and some person's grandfather talks to a lot serious.,syntax,ellipsis,ellipsis_n_bar_2,737,p26,ellipsis_n_bar_2,target
Even Carrie has also talked to most girls.,Even Carrie has ever talked to most girls.,semantics,npi_licensing,npi_present_1,740,p26,npi_present_1,target
Every newspaper article isn't there impressing all hospitals.,There isn't every newspaper article impressing all hospitals.,semantics,quantifiers,existential_there_quantifiers_2,521,p26,existential_there_quantifiers_2,target
Kirsten discusses one school and Steven discusses more old school.,Kirsten discusses one purple school and Steven discusses more old.,syntax,ellipsis,ellipsis_n_bar_2,660,p26,ellipsis_n_bar_2,target
Each painting isn't there disturbing Kendra.,There isn't each painting disturbing Kendra.,semantics,quantifiers,existential_there_quantifiers_2,859,p26,existential_there_quantifiers_2,target
Who have most teachers' passing a lot of banks upset.,Who have most teachers' passing upset a lot of banks.,syntax,island_effects,sentential_subject_island,740,p26,sentential_subject_island,target
Some boy can't reveal who a customer escapes from.,Some boy can't reveal that a customer escapes from.,syntax,filler_gap_dependency,wh_vs_that_with_gap,521,p26,wh_vs_that_with_gap,target
Peter can't complain about this driver.,Peter can't complain about these driver.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,136,p26,determiner_noun_agreement_2,target
What does Joseph fix without finding most screens?,What does Joseph fix most screens without finding?,syntax,island_effects,adjunct_island,521,p26,adjunct_island,target
Tara's grandfather hadn't discovered there to be some documentaries about Harvard University irritating some man.,Tara's grandfather be about discovered Harvard there some hadn't University documentaries some irritating to man.,syntax_semantics,control_raising,existential_there_object_raising,859,p26,existential_there_object_raising,filler
Even Pamela clearly imagines a lot of guys perform.,Even Pamela ever imagines a lot of guys perform.,semantics,npi_licensing,npi_present_1,626,p26,npi_present_1,target
All legislatures aren't there enticing those fathers of the Borgias to depart.,There aren't all legislatures enticing those fathers of the Borgias to depart.,semantics,quantifiers,existential_there_quantifiers_2,411,p26,existential_there_quantifiers_2,target
A jacket that had shocked Becky disturbs itself.,A jacket that had shocked Becky disturbs herself.,syntax_semantics,binding,principle_A_c_command,626,p26,principle_A_c_command,target
Charles is hiring that boy.,Charles is hiring those boy.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,660,p26,determiner_noun_agreement_2,target
Samuel researches one newspaper article and Lucille's son researches four gray newspaper article.,Samuel researches one lost newspaper article and Lucille's son researches four gray.,syntax,ellipsis,ellipsis_n_bar_2,136,p26,ellipsis_n_bar_2,target
Keith was apt to find out who is getting a job.,Keith apt out was to who getting is find a job.,syntax_semantics,control_raising,tough_vs_raising_2,737,p26,tough_vs_raising_2,filler
Some boy who does kiss Kirsten notices himself.,Some boy who does kiss Kirsten notices herself.,syntax_semantics,binding,principle_A_c_command,737,p26,principle_A_c_command,target
Becca is learning who the woman isn't finding.,Becca is learning that the woman isn't finding.,syntax,filler_gap_dependency,wh_vs_that_with_gap,626,p26,wh_vs_that_with_gap,target
Most paintings of Sheila weren't there falling.,There weren't most paintings of Sheila falling.,semantics,quantifiers,existential_there_quantifiers_2,136,p26,existential_there_quantifiers_2,target
Jodi has found this patient.,Jodi has found these patient.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,626,p26,determiner_noun_agreement_2,target
All sketches that have scared Sharon aren't disturbing themselves.,All sketches that have scared Sharon aren't disturbing herself.,syntax_semantics,binding,principle_A_c_command,513,p26,principle_A_c_command,target
Wendy's piano teachers hadn't run around one cafe and Karla hadn't run around four hidden cafe.,Wendy's piano teachers hadn't run around one red cafe and Karla hadn't run around four hidden.,syntax,ellipsis,ellipsis_n_bar_2,859,p26,ellipsis_n_bar_2,target
Lori is discovering the water.,The beef is discovering the water.,syntax,s-selection,animate_subject_trans,136,p26,animate_subject_trans,target
What will Eva dislike while skated around a lot of libraries?,What will Eva dislike a lot of libraries while skated around?,syntax,island_effects,adjunct_island,737,p26,adjunct_island,target
Who hadn't Kayla figured out she bothered?,Who hadn't Kayla figured out what bothered?,syntax,island_effects,wh_island,740,p26,wh_island,target
Who is some glass's annoying Harvard University annoying.,Who is some glass's annoying annoying Harvard University.,syntax,island_effects,sentential_subject_island,678,p26,sentential_subject_island,target
Every projector was there impressing Irene.,There was every projector impressing Irene.,semantics,quantifiers,existential_there_quantifiers_2,740,p26,existential_there_quantifiers_2,target
The Borgias were listening to Stephanie.,Some malls were listening to Stephanie.,syntax,s-selection,animate_subject_trans,740,p26,animate_subject_trans,target
All waiters that have concealed Dawn do figure out who hasn't investigated Cynthia.,All who out Dawn investigated figure waiters do have concealed hasn't that Cynthia.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,859,p26,distractor_agreement_relative_clause,filler
What is Thomas revealing he escaped from?,What is Thomas revealing who escaped from?,syntax,island_effects,wh_island,737,p26,wh_island,target
Children who will drop by this mountain liked themselves.,Children who will drop by this mountain liked itself.,syntax_semantics,binding,principle_A_c_command,411,p26,principle_A_c_command,target
Denise discovered there to be an eggplant burning.,Denise to there discovered an eggplant be burning.,syntax_semantics,control_raising,existential_there_object_raising,737,p26,existential_there_object_raising,filler
Who is Candice remembering she wasn't alarming?,Who is Candice remembering who wasn't alarming?,syntax,island_effects,wh_island,678,p26,wh_island,target
This lady who had fired Timothy attacks herself.,This lady who had fired Timothy attacks himself.,syntax_semantics,binding,principle_A_c_command,521,p26,principle_A_c_command,target
The Borgias reveal who most legislatures like.,The Borgias reveal that most legislatures like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,678,p26,wh_vs_that_with_gap,target
What should some lady know she messes up?,What should some lady know who messes up?,syntax,island_effects,wh_island,660,p26,wh_island,target
Who should that screen's worrying Ella shock.,Who should that screen's worrying shock Ella.,syntax,island_effects,sentential_subject_island,737,p26,sentential_subject_island,target
Kendra's tutors couldn't investigate one ex-boyfriend and Jason couldn't investigate four unlucky ex-boyfriend.,Kendra's tutors couldn't investigate one uncertain ex-boyfriend and Jason couldn't investigate four unlucky.,syntax,ellipsis,ellipsis_n_bar_2,678,p26,ellipsis_n_bar_2,target
Even some students also bake.,Even some students ever bake.,semantics,npi_licensing,npi_present_1,859,p26,npi_present_1,target
